1.0 std,2.5 std,10 std,Fire,DateTime
10,28,36,0,2024-06-30 02:42:30
12,30,36,0,2024-06-30 02:42:47
10,28,33,0,2024-06-30 02:43:04
9,25,33,0,2024-06-30 02:43:21
9,27,36,0,2024-06-30 02:43:39
12,27,34,0,2024-06-30 02:43:56
12,28,34,0,2024-06-30 02:44:13
13,30,37,0,2024-06-30 02:44:30
13,31,39,0,2024-06-30 02:44:47
12,31,40,0,2024-06-30 02:45:04
9,28,37,0,2024-06-30 02:45:21
10,27,33,0,2024-06-30 02:45:40
12,28,33,0,2024-06-30 02:45:58
13,30,39,0,2024-06-30 02:46:15
12,31,39,0,2024-06-30 02:46:32
10,33,36,0,2024-06-30 02:46:49
10,31,36,0,2024-06-30 02:47:06
12,31,34,0,2024-06-30 02:47:23
12,30,34,0,2024-06-30 02:47:41
10,27,31,0,2024-06-30 02:47:58
12,25,33,0,2024-06-30 02:48:15
12,27,36,0,2024-06-30 02:48:32
12,27,37,0,2024-06-30 02:48:49
10,28,36,0,2024-06-30 02:49:06
12,30,37,0,2024-06-30 02:49:25
10,30,34,0,2024-06-30 02:49:42
12,30,37,0,2024-06-30 02:50:00
12,31,40,0,2024-06-30 02:50:17
10,31,37,0,2024-06-30 02:50:34
12,30,33,0,2024-06-30 02:50:51
12,31,36,0,2024-06-30 02:51:08
12,31,37,0,2024-06-30 02:51:25
10,31,39,0,2024-06-30 02:51:43
12,30,34,0,2024-06-30 02:52:00
12,31,33,0,2024-06-30 02:52:17
12,30,34,0,2024-06-30 02:52:34
13,30,36,0,2024-06-30 02:52:52
13,30,36,0,2024-06-30 02:53:11
10,30,37,0,2024-06-30 02:53:28
12,31,39,0,2024-06-30 02:53:45
10,31,39,0,2024-06-30 02:54:03
12,28,36,0,2024-06-30 02:54:20
12,30,36,0,2024-06-30 02:54:37
10,30,34,0,2024-06-30 02:54:56
12,31,34,0,2024-06-30 02:55:13
15,31,37,0,2024-06-30 02:55:30
10,31,36,0,2024-06-30 02:55:48
9,30,34,0,2024-06-30 02:56:05
10,30,36,0,2024-06-30 02:56:22
10,30,36,0,2024-06-30 02:56:39
10,31,36,0,2024-06-30 02:56:56
10,31,34,0,2024-06-30 02:57:13
10,28,33,0,2024-06-30 02:57:30
13,30,36,0,2024-06-30 02:57:47
13,31,40,0,2024-06-30 02:58:05
12,31,40,0,2024-06-30 02:58:22
12,31,40,0,2024-06-30 02:58:41
10,33,37,0,2024-06-30 02:58:58
9,33,40,0,2024-06-30 02:59:15
10,33,40,0,2024-06-30 02:59:32
12,33,39,0,2024-06-30 02:59:49
13,33,37,0,2024-06-30 03:00:06
12,34,39,0,2024-06-30 03:00:24
10,33,34,0,2024-06-30 03:00:41
10,33,34,0,2024-06-30 03:00:58
10,33,37,0,2024-06-30 03:01:15
12,31,40,0,2024-06-30 03:01:32
13,31,42,0,2024-06-30 03:01:49
12,28,40,0,2024-06-30 03:02:09
12,31,39,0,2024-06-30 03:02:27
13,33,39,0,2024-06-30 03:02:44
10,28,34,0,2024-06-30 03:03:01
9,28,34,0,2024-06-30 03:03:18
10,30,34,0,2024-06-30 03:03:35
10,31,36,0,2024-06-30 03:03:52
10,33,39,0,2024-06-30 03:04:11
10,30,39,0,2024-06-30 03:04:29
12,28,36,0,2024-06-30 03:04:46
12,27,33,0,2024-06-30 03:05:03
10,27,33,0,2024-06-30 03:05:20
12,28,34,0,2024-06-30 03:05:37
12,31,37,0,2024-06-30 03:05:54
12,28,34,0,2024-06-30 03:06:11
12,30,36,0,2024-06-30 03:06:29
12,31,39,0,2024-06-30 03:06:46
10,30,34,0,2024-06-30 03:07:27
10,27,31,0,2024-06-30 03:07:45
10,27,31,0,2024-06-30 03:08:04
12,33,39,0,2024-06-30 03:08:21
12,33,39,0,2024-06-30 03:08:39
12,28,37,0,2024-06-30 03:08:56
12,25,36,0,2024-06-30 03:09:13
13,27,34,0,2024-06-30 03:09:30
13,28,33,0,2024-06-30 03:09:48
13,30,37,0,2024-06-30 03:10:06
13,30,39,0,2024-06-30 03:10:23
13,28,36,0,2024-06-30 03:10:41
12,28,34,0,2024-06-30 03:10:58
13,30,39,0,2024-06-30 03:11:17
13,30,39,0,2024-06-30 03:11:17
13,30,39,0,2024-06-30 03:11:17
13,30,39,0,2024-06-30 03:11:32
13,31,40,0,2024-06-30 03:11:49
13,31,42,0,2024-06-30 03:12:06
12,28,36,0,2024-06-30 03:12:23
10,28,34,0,2024-06-30 03:12:41
10,31,36,0,2024-06-30 03:12:58
12,33,39,0,2024-06-30 03:13:15
12,33,39,0,2024-06-30 03:13:34
12,33,36,0,2024-06-30 03:13:51
10,33,36,0,2024-06-30 03:14:08
10,33,34,0,2024-06-30 03:14:25
12,30,31,0,2024-06-30 03:14:42
12,30,33,0,2024-06-30 03:15:00
10,28,36,0,2024-06-30 03:15:17
10,27,33,0,2024-06-30 03:15:35
10,28,34,0,2024-06-30 03:15:52
10,30,37,0,2024-06-30 03:16:09
12,30,37,0,2024-06-30 03:16:26
10,28,33,0,2024-06-30 03:16:43
10,28,34,0,2024-06-30 03:17:01
12,30,36,0,2024-06-30 03:17:18
10,28,33,0,2024-06-30 03:17:35
10,28,33,0,2024-06-30 03:17:52
12,28,33,0,2024-06-30 03:18:09
12,30,34,0,2024-06-30 03:18:26
12,31,33,0,2024-06-30 03:18:44
9,30,31,0,2024-06-30 03:19:02
9,28,31,0,2024-06-30 03:19:20
10,28,30,0,2024-06-30 03:19:37
12,30,34,0,2024-06-30 03:19:55
12,30,34,0,2024-06-30 03:19:56
13,33,36,0,2024-06-30 03:20:11
12,33,34,0,2024-06-30 03:20:29
12,33,34,0,2024-06-30 03:20:30
10,31,33,0,2024-06-30 03:20:45
10,30,31,0,2024-06-30 03:21:03
10,30,34,0,2024-06-30 03:21:20
9,30,37,0,2024-06-30 03:21:38
9,30,37,0,2024-06-30 03:21:39
10,30,39,0,2024-06-30 03:21:54
12,30,37,0,2024-06-30 03:22:11
13,30,37,0,2024-06-30 03:22:28
12,30,34,0,2024-06-30 03:22:47
12,30,33,0,2024-06-30 03:23:04
12,30,34,0,2024-06-30 03:23:22
13,31,37,0,2024-06-30 03:23:39
13,31,36,0,2024-06-30 03:23:56
13,31,34,0,2024-06-30 03:24:13
15,30,36,0,2024-06-30 03:24:30
12,30,31,0,2024-06-30 03:24:47
12,30,31,0,2024-06-30 03:25:05
9,28,31,0,2024-06-30 03:25:22
7,25,31,0,2024-06-30 03:25:39
7,25,30,0,2024-06-30 03:25:56
9,28,34,0,2024-06-30 03:26:14
12,31,36,0,2024-06-30 03:26:33
10,30,34,0,2024-06-30 03:26:50
10,28,31,0,2024-06-30 03:27:07
9,28,34,0,2024-06-30 03:27:25
10,30,37,0,2024-06-30 03:27:42
10,30,43,0,2024-06-30 03:27:59
10,30,43,0,2024-06-30 03:28:16
10,30,40,0,2024-06-30 03:28:33
10,27,34,0,2024-06-30 03:28:50
10,28,30,0,2024-06-30 03:29:07
10,28,28,0,2024-06-30 03:29:25
10,30,33,0,2024-06-30 03:29:42
10,30,33,0,2024-06-30 03:30:01
10,28,33,0,2024-06-30 03:30:19
12,30,33,0,2024-06-30 03:30:36
12,28,33,0,2024-06-30 03:30:53
9,27,33,0,2024-06-30 03:31:34
7,25,31,0,2024-06-30 03:31:52
7,25,31,0,2024-06-30 03:32:09
9,27,31,0,2024-06-30 03:32:26
10,28,33,0,2024-06-30 03:32:43
12,30,34,0,2024-06-30 03:33:00
12,31,39,0,2024-06-30 03:33:17
9,27,31,0,2024-06-30 03:33:36
9,27,28,0,2024-06-30 03:33:55
7,25,27,0,2024-06-30 03:34:12
9,25,30,0,2024-06-30 03:34:29
9,24,31,0,2024-06-30 03:34:46
9,22,30,0,2024-06-30 03:35:03
10,22,28,0,2024-06-30 03:35:20
10,27,30,0,2024-06-30 03:35:39
10,28,31,0,2024-06-30 03:35:58
10,30,33,0,2024-06-30 03:36:15
10,30,37,0,2024-06-30 03:36:32
9,27,37,0,2024-06-30 03:36:49
9,27,34,0,2024-06-30 03:37:06
10,27,34,0,2024-06-30 03:37:23
10,25,31,0,2024-06-30 03:37:43
10,25,33,0,2024-06-30 03:38:00
7,25,33,0,2024-06-30 03:38:17
9,24,31,0,2024-06-30 03:38:34
12,28,36,0,2024-06-30 03:38:51
12,30,37,0,2024-06-30 03:39:08
10,27,34,0,2024-06-30 03:39:25
10,25,33,0,2024-06-30 03:39:42
10,25,33,0,2024-06-30 03:40:00
9,25,33,0,2024-06-30 03:40:17
9,25,31,0,2024-06-30 03:40:34
9,24,28,0,2024-06-30 03:40:51
9,24,30,0,2024-06-30 03:41:08
9,25,31,0,2024-06-30 03:41:25
9,25,33,0,2024-06-30 03:41:43
9,25,34,0,2024-06-30 03:42:00
7,25,33,0,2024-06-30 03:42:17
7,24,31,0,2024-06-30 03:42:34
7,25,33,0,2024-06-30 03:42:51
9,28,33,0,2024-06-30 03:43:09
10,30,34,0,2024-06-30 03:43:28
9,28,33,0,2024-06-30 03:43:45
10,28,33,0,2024-06-30 03:44:03
12,27,34,0,2024-06-30 03:44:20
9,25,30,0,2024-06-30 03:44:37
9,28,33,0,2024-06-30 03:44:54
9,28,33,0,2024-06-30 03:45:11
12,28,33,0,2024-06-30 03:45:28
10,27,30,0,2024-06-30 03:45:45
9,28,33,0,2024-06-30 03:46:03
9,27,30,0,2024-06-30 03:46:20
9,27,31,0,2024-06-30 03:46:37
7,27,30,0,2024-06-30 03:46:56
7,27,30,0,2024-06-30 03:47:14
9,28,30,0,2024-06-30 03:47:31
9,28,31,0,2024-06-30 03:47:48
9,27,33,0,2024-06-30 03:48:05
7,27,33,0,2024-06-30 03:48:23
9,27,33,0,2024-06-30 03:48:40
12,28,33,0,2024-06-30 03:48:57
10,28,31,0,2024-06-30 03:49:14
10,30,33,0,2024-06-30 03:49:31
9,30,33,0,2024-06-30 03:49:48
9,28,34,0,2024-06-30 03:50:06
10,28,33,0,2024-06-30 03:50:23
12,28,33,0,2024-06-30 03:50:42
9,25,34,0,2024-06-30 03:50:59
7,24,30,0,2024-06-30 03:51:16
9,25,31,0,2024-06-30 03:51:33
9,27,33,0,2024-06-30 03:51:50
9,27,33,0,2024-06-30 03:52:08
10,27,31,0,2024-06-30 03:52:25
12,25,31,0,2024-06-30 03:52:42
10,25,28,0,2024-06-30 03:52:59
7,25,27,0,2024-06-30 03:53:16
9,24,28,0,2024-06-30 03:53:33
9,25,31,0,2024-06-30 03:53:50
7,24,30,0,2024-06-30 03:54:08
9,22,30,0,2024-06-30 03:54:26
7,19,27,0,2024-06-30 03:54:45
7,18,28,0,2024-06-30 03:55:02
9,19,31,0,2024-06-30 03:55:19
10,22,31,0,2024-06-30 03:55:36
10,24,33,0,2024-06-30 03:55:53
10,24,33,0,2024-06-30 03:56:10
10,24,33,0,2024-06-30 03:56:30
7,21,30,0,2024-06-30 03:56:48
7,19,27,0,2024-06-30 03:57:05
9,18,25,0,2024-06-30 03:57:22
9,19,27,0,2024-06-30 03:57:39
9,22,34,0,2024-06-30 03:58:20
7,22,31,0,2024-06-30 03:58:40
7,22,31,0,2024-06-30 03:58:57
9,22,30,0,2024-06-30 03:59:14
9,22,30,0,2024-06-30 03:59:31
9,24,31,0,2024-06-30 03:59:48
9,25,33,0,2024-06-30 04:00:05
10,24,34,0,2024-06-30 04:00:22
10,24,33,0,2024-06-30 04:00:40
9,24,34,0,2024-06-30 04:00:57
10,25,33,0,2024-06-30 04:01:14
10,27,34,0,2024-06-30 04:01:31
10,28,34,0,2024-06-30 04:01:48
10,28,34,0,2024-06-30 04:02:05
10,27,36,0,2024-06-30 04:02:24
10,25,34,0,2024-06-30 04:02:41
9,25,33,0,2024-06-30 04:02:59
7,24,30,0,2024-06-30 04:03:16
7,22,28,0,2024-06-30 04:03:33
7,24,27,0,2024-06-30 04:03:50
6,25,28,0,2024-06-30 04:04:07
6,22,28,0,2024-06-30 04:04:24
7,22,28,0,2024-06-30 04:04:41
9,24,33,0,2024-06-30 04:04:59
9,24,31,0,2024-06-30 04:05:16
9,24,33,0,2024-06-30 04:05:33
10,24,30,0,2024-06-30 04:05:50
9,22,27,0,2024-06-30 04:06:07
10,21,28,0,2024-06-30 04:06:24
9,22,30,0,2024-06-30 04:06:41
9,22,33,0,2024-06-30 04:06:59
9,24,33,0,2024-06-30 04:07:16
9,25,31,0,2024-06-30 04:07:33
10,27,30,0,2024-06-30 04:07:50
10,28,31,0,2024-06-30 04:08:08
9,28,33,0,2024-06-30 04:08:25
9,27,31,0,2024-06-30 04:08:42
10,25,28,0,2024-06-30 04:09:00
12,25,33,0,2024-06-30 04:09:17
9,25,39,0,2024-06-30 04:09:34
12,27,42,0,2024-06-30 04:09:51
10,28,37,0,2024-06-30 04:10:08
10,28,36,0,2024-06-30 04:10:25
12,30,33,0,2024-06-30 04:10:42
10,30,33,0,2024-06-30 04:10:59
9,27,31,0,2024-06-30 04:11:17
7,25,30,0,2024-06-30 04:11:35
10,28,31,0,2024-06-30 04:11:54
9,27,31,0,2024-06-30 04:12:11
9,27,30,0,2024-06-30 04:12:28
7,27,30,0,2024-06-30 04:12:45
9,28,30,0,2024-06-30 04:13:03
9,28,31,0,2024-06-30 04:13:20
10,28,30,0,2024-06-30 04:13:37
10,30,30,0,2024-06-30 04:13:54
9,30,31,0,2024-06-30 04:14:11
7,27,31,0,2024-06-30 04:14:28
9,27,33,0,2024-06-30 04:14:45
9,25,33,0,2024-06-30 04:15:02
9,24,31,0,2024-06-30 04:15:22
10,24,31,0,2024-06-30 04:15:39
10,27,33,0,2024-06-30 04:15:56
9,25,30,0,2024-06-30 04:16:13
9,24,30,0,2024-06-30 04:16:32
9,24,30,0,2024-06-30 04:16:32
9,24,30,0,2024-06-30 04:16:32
10,24,31,0,2024-06-30 04:16:47
9,25,30,0,2024-06-30 04:17:04
9,27,30,0,2024-06-30 04:17:22
9,28,28,0,2024-06-30 04:17:39
9,27,28,0,2024-06-30 04:17:56
7,27,30,0,2024-06-30 04:18:13
7,24,30,0,2024-06-30 04:18:30
10,24,31,0,2024-06-30 04:18:47
10,25,31,0,2024-06-30 04:19:06
7,25,30,0,2024-06-30 04:19:24
9,27,31,0,2024-06-30 04:19:41
9,25,33,0,2024-06-30 04:19:58
9,24,31,0,2024-06-30 04:20:15
7,18,27,0,2024-06-30 04:20:32
9,21,28,0,2024-06-30 04:20:50
9,22,30,0,2024-06-30 04:21:14
9,22,33,0,2024-06-30 04:21:32
9,21,33,0,2024-06-30 04:21:49
9,21,33,0,2024-06-30 04:22:06
9,24,31,0,2024-06-30 04:22:23
7,24,30,0,2024-06-30 04:22:40
7,27,30,0,2024-06-30 04:22:59
7,28,31,0,2024-06-30 04:23:16
9,27,33,0,2024-06-30 04:23:33
9,24,33,0,2024-06-30 04:23:51
9,25,33,0,2024-06-30 04:24:08
9,25,34,0,2024-06-30 04:24:25
10,27,34,0,2024-06-30 04:24:42
7,27,31,0,2024-06-30 04:24:59
7,25,31,0,2024-06-30 04:25:16
9,25,31,0,2024-06-30 04:25:33
10,25,31,0,2024-06-30 04:25:51
10,25,30,0,2024-06-30 04:26:08
7,25,31,0,2024-06-30 04:26:25
7,24,30,0,2024-06-30 04:26:42
9,24,28,0,2024-06-30 04:27:00
9,22,28,0,2024-06-30 04:27:17
9,22,31,0,2024-06-30 04:27:35
12,25,34,0,2024-06-30 04:27:52
9,25,30,0,2024-06-30 04:28:09
7,22,25,0,2024-06-30 04:28:26
7,24,28,0,2024-06-30 04:28:43
9,27,31,0,2024-06-30 04:29:00
10,28,33,0,2024-06-30 04:29:17
9,28,31,0,2024-06-30 04:29:35
9,31,33,0,2024-06-30 04:29:52
9,28,31,0,2024-06-30 04:30:09
10,28,34,0,2024-06-30 04:30:28
10,30,36,0,2024-06-30 04:30:46
10,30,33,0,2024-06-30 04:31:03
10,28,34,0,2024-06-30 04:31:20
9,28,34,0,2024-06-30 04:31:37
7,27,33,0,2024-06-30 04:31:55
9,27,31,0,2024-06-30 04:32:12
10,27,30,0,2024-06-30 04:32:29
10,27,33,0,2024-06-30 04:32:46
12,27,34,0,2024-06-30 04:33:03
10,28,34,0,2024-06-30 04:33:20
9,30,36,0,2024-06-30 04:33:37
9,28,36,0,2024-06-30 04:33:54
7,25,28,0,2024-06-30 04:34:36
9,25,28,0,2024-06-30 04:34:53
7,22,27,0,2024-06-30 04:35:10
7,22,28,0,2024-06-30 04:35:27
7,24,33,0,2024-06-30 04:35:44
7,22,33,0,2024-06-30 04:36:04
7,21,31,0,2024-06-30 04:36:22
7,19,31,0,2024-06-30 04:36:39
7,19,30,0,2024-06-30 04:36:56
9,19,31,0,2024-06-30 04:37:13
9,21,33,0,2024-06-30 04:37:30
10,24,33,0,2024-06-30 04:37:47
10,25,34,0,2024-06-30 04:38:04
10,28,37,0,2024-06-30 04:38:22
9,27,33,0,2024-06-30 04:38:39
10,28,31,0,2024-06-30 04:38:56
10,28,30,0,2024-06-30 04:39:13
9,25,31,0,2024-06-30 04:39:30
7,25,30,0,2024-06-30 04:39:49
7,25,31,0,2024-06-30 04:40:06
9,27,33,0,2024-06-30 04:40:24
9,27,31,0,2024-06-30 04:40:41
9,27,30,0,2024-06-30 04:40:58
9,27,31,0,2024-06-30 04:41:15
10,25,30,0,2024-06-30 04:41:32
9,22,28,0,2024-06-30 04:41:49
7,19,25,0,2024-06-30 04:42:06
7,19,27,0,2024-06-30 04:42:24
9,21,28,0,2024-06-30 04:42:41
9,21,28,0,2024-06-30 04:42:58
10,22,33,0,2024-06-30 04:43:15
10,25,33,0,2024-06-30 04:43:34
9,25,28,0,2024-06-30 04:43:52
6,25,31,0,2024-06-30 04:44:09
6,24,33,0,2024-06-30 04:44:27
6,22,30,0,2024-06-30 04:44:44
7,19,25,0,2024-06-30 04:45:01
10,19,27,0,2024-06-30 04:45:18
9,19,28,0,2024-06-30 04:45:37
9,22,30,0,2024-06-30 04:45:54
7,25,31,0,2024-06-30 04:46:11
9,27,36,0,2024-06-30 04:46:28
9,27,34,0,2024-06-30 04:46:46
9,27,36,0,2024-06-30 04:47:03
10,27,31,0,2024-06-30 04:47:20
10,28,30,0,2024-06-30 04:47:37
12,28,31,0,2024-06-30 04:47:54
10,27,33,0,2024-06-30 04:48:18
9,25,30,0,2024-06-30 04:48:36
9,25,30,0,2024-06-30 04:48:53
9,25,31,0,2024-06-30 04:49:10
10,24,30,0,2024-06-30 04:49:27
9,25,30,0,2024-06-30 04:49:44
9,25,31,0,2024-06-30 04:50:01
9,27,33,0,2024-06-30 04:50:18
10,27,33,0,2024-06-30 04:50:35
10,25,33,0,2024-06-30 04:50:53
9,21,30,0,2024-06-30 04:51:12
9,19,27,0,2024-06-30 04:51:29
9,19,27,0,2024-06-30 04:51:46
10,24,31,0,2024-06-30 04:52:03
10,27,33,0,2024-06-30 04:52:20
10,25,33,0,2024-06-30 04:52:38
12,25,34,0,2024-06-30 04:52:55
9,25,34,0,2024-06-30 04:53:14
9,25,34,0,2024-06-30 04:53:31
10,27,37,0,2024-06-30 04:53:48
10,28,36,0,2024-06-30 04:54:05
12,30,36,0,2024-06-30 04:54:22
12,28,36,0,2024-06-30 04:54:39
10,28,34,0,2024-06-30 04:54:56
10,27,33,0,2024-06-30 04:55:14
12,28,37,0,2024-06-30 04:55:31
10,30,40,0,2024-06-30 04:55:48
10,31,37,0,2024-06-30 04:56:05
9,30,34,0,2024-06-30 04:56:46
12,28,34,0,2024-06-30 04:57:03
12,30,34,0,2024-06-30 04:57:21
10,28,34,0,2024-06-30 04:57:38
10,27,33,0,2024-06-30 04:57:55
10,27,33,0,2024-06-30 04:58:12
7,27,30,0,2024-06-30 04:58:29
7,28,31,0,2024-06-30 04:58:48
7,25,30,0,2024-06-30 04:59:05
12,28,33,0,2024-06-30 04:59:23
15,31,34,0,2024-06-30 04:59:40
12,31,36,0,2024-06-30 04:59:57
12,28,34,0,2024-06-30 05:00:14
12,27,31,0,2024-06-30 05:00:31
9,27,30,0,2024-06-30 05:00:48
7,27,30,0,2024-06-30 05:01:05
9,25,28,0,2024-06-30 05:01:23
7,24,30,0,2024-06-30 05:01:40
10,22,28,0,2024-06-30 05:01:57
10,22,31,0,2024-06-30 05:02:14
9,24,31,0,2024-06-30 05:02:32
10,25,33,0,2024-06-30 05:02:51
12,27,34,0,2024-06-30 05:03:09
9,30,36,0,2024-06-30 05:03:26
7,28,33,0,2024-06-30 05:03:43
10,30,34,0,2024-06-30 05:04:00
10,28,33,0,2024-06-30 05:04:17
9,28,33,0,2024-06-30 05:04:36
9,28,33,0,2024-06-30 05:05:00
9,28,34,0,2024-06-30 05:05:18
9,27,33,0,2024-06-30 05:05:35
9,27,34,0,2024-06-30 05:05:52
9,30,36,0,2024-06-30 05:06:09
9,28,34,0,2024-06-30 05:06:26
9,30,36,0,2024-06-30 05:06:43
10,31,40,0,2024-06-30 05:07:00
12,33,40,0,2024-06-30 05:07:18
12,31,39,0,2024-06-30 05:07:34
12,31,37,0,2024-06-30 05:07:52
10,31,36,0,2024-06-30 05:08:09
10,31,34,0,2024-06-30 05:08:28
12,28,31,0,2024-06-30 05:09:09
7,28,30,0,2024-06-30 05:09:26
7,27,31,0,2024-06-30 05:09:44
9,27,31,0,2024-06-30 05:10:01
10,30,33,0,2024-06-30 05:10:18
10,28,34,0,2024-06-30 05:10:35
9,24,31,0,2024-06-30 05:10:52
7,24,31,0,2024-06-30 05:11:09
9,27,37,0,2024-06-30 05:11:26
10,28,39,0,2024-06-30 05:11:43
12,27,33,0,2024-06-30 05:12:26
9,21,28,0,2024-06-30 05:12:43
9,21,27,0,2024-06-30 05:13:00
9,21,27,0,2024-06-30 05:13:17
10,27,33,0,2024-06-30 05:13:34
10,27,33,0,2024-06-30 05:13:51
12,28,31,0,2024-06-30 05:14:10
10,30,30,0,2024-06-30 05:14:28
10,28,28,0,2024-06-30 05:14:45
12,28,33,0,2024-06-30 05:15:02
12,27,31,0,2024-06-30 05:15:19
12,27,33,0,2024-06-30 05:15:36
10,27,33,0,2024-06-30 05:15:53
10,28,34,0,2024-06-30 05:16:11
10,30,36,0,2024-06-30 05:16:28
10,30,34,0,2024-06-30 05:16:45
10,28,33,0,2024-06-30 05:17:02
10,27,31,0,2024-06-30 05:17:19
10,27,31,0,2024-06-30 05:17:37
12,28,36,0,2024-06-30 05:17:56
15,31,39,0,2024-06-30 05:18:13
15,33,39,0,2024-06-30 05:18:30
13,33,40,0,2024-06-30 05:18:47
10,30,36,0,2024-06-30 05:19:04
10,27,33,0,2024-06-30 05:19:21
13,28,34,0,2024-06-30 05:19:38
12,28,36,0,2024-06-30 05:19:55
12,31,39,0,2024-06-30 05:20:12
13,33,39,0,2024-06-30 05:20:30
13,33,42,0,2024-06-30 05:20:47
13,31,43,0,2024-06-30 05:21:04
12,30,39,0,2024-06-30 05:21:23
13,30,36,0,2024-06-30 05:21:41
12,30,36,0,2024-06-30 05:21:58
12,30,36,0,2024-06-30 05:22:15
9,28,34,0,2024-06-30 05:22:33
9,25,36,0,2024-06-30 05:22:50
9,25,33,0,2024-06-30 05:23:07
9,27,33,0,2024-06-30 05:23:25
10,28,33,0,2024-06-30 05:23:42
9,27,30,0,2024-06-30 05:23:59
9,28,30,0,2024-06-30 05:24:16
10,28,31,0,2024-06-30 05:24:34
9,27,30,0,2024-06-30 05:24:51
9,28,34,0,2024-06-30 05:25:08
10,27,36,0,2024-06-30 05:25:27
10,28,33,0,2024-06-30 05:25:44
13,30,33,0,2024-06-30 05:26:01
12,31,34,0,2024-06-30 05:26:18
10,30,34,0,2024-06-30 05:26:36
9,30,34,0,2024-06-30 05:26:53
9,30,36,0,2024-06-30 05:27:10
9,28,34,0,2024-06-30 05:27:27
9,28,34,0,2024-06-30 05:27:44
10,28,34,0,2024-06-30 05:28:01
10,28,36,0,2024-06-30 05:28:18
9,28,34,0,2024-06-30 05:28:35
9,27,30,0,2024-06-30 05:28:53
10,30,31,0,2024-06-30 05:29:12
12,33,36,0,2024-06-30 05:29:29
12,33,37,0,2024-06-30 05:29:46
10,33,37,0,2024-06-30 05:30:03
9,31,37,0,2024-06-30 05:30:20
9,31,34,0,2024-06-30 05:30:37
10,30,36,0,2024-06-30 05:30:55
9,31,37,0,2024-06-30 05:31:12
9,30,34,0,2024-06-30 05:31:29
10,28,33,0,2024-06-30 05:31:46
10,31,36,0,2024-06-30 05:32:03
10,30,34,0,2024-06-30 05:32:20
9,31,36,0,2024-06-30 05:32:37
9,31,36,0,2024-06-30 05:32:57
10,30,34,0,2024-06-30 05:33:14
10,33,37,0,2024-06-30 05:33:31
12,31,39,0,2024-06-30 05:33:48
12,31,40,0,2024-06-30 05:34:05
9,28,36,0,2024-06-30 05:34:22
9,31,36,0,2024-06-30 05:34:39
9,30,36,0,2024-06-30 05:34:57
10,28,36,0,2024-06-30 05:35:14
10,28,36,0,2024-06-30 05:35:31
10,27,36,0,2024-06-30 05:35:48
10,27,37,0,2024-06-30 05:36:05
10,28,34,0,2024-06-30 05:36:22
9,27,31,0,2024-06-30 05:36:39
12,27,31,0,2024-06-30 05:36:57
12,28,33,0,2024-06-30 05:37:14
12,30,34,0,2024-06-30 05:37:31
12,30,34,0,2024-06-30 05:37:48
10,28,34,0,2024-06-30 05:38:05
10,30,34,0,2024-06-30 05:38:22
10,27,31,0,2024-06-30 05:38:41
10,27,33,0,2024-06-30 05:38:59
12,28,34,0,2024-06-30 05:39:16
12,28,34,0,2024-06-30 05:39:33
12,28,33,0,2024-06-30 05:39:50
10,28,33,0,2024-06-30 05:40:07
9,27,33,0,2024-06-30 05:40:24
9,25,33,0,2024-06-30 05:40:41
9,27,36,0,2024-06-30 05:40:58
9,27,34,0,2024-06-30 05:41:16
9,28,34,0,2024-06-30 05:41:33
9,28,33,0,2024-06-30 05:41:50
10,30,36,0,2024-06-30 05:42:08
10,30,37,0,2024-06-30 05:42:27
10,31,36,0,2024-06-30 05:42:45
10,33,37,0,2024-06-30 05:43:02
9,31,34,0,2024-06-30 05:43:19
9,30,31,0,2024-06-30 05:43:36
10,28,28,0,2024-06-30 05:43:53
12,27,28,0,2024-06-30 05:44:10
10,27,30,0,2024-06-30 05:44:27
10,25,30,0,2024-06-30 05:44:44
9,25,30,0,2024-06-30 05:45:01
10,27,33,0,2024-06-30 05:45:19
10,27,36,0,2024-06-30 05:45:36
9,27,36,0,2024-06-30 05:45:55
9,28,36,0,2024-06-30 05:46:12
9,30,33,0,2024-06-30 05:46:29
9,30,34,0,2024-06-30 05:46:46
9,27,34,0,2024-06-30 05:47:03
10,28,31,0,2024-06-30 05:47:21
9,31,31,0,2024-06-30 05:47:38
7,30,30,0,2024-06-30 05:47:55
7,27,28,0,2024-06-30 05:48:12
10,28,31,0,2024-06-30 05:48:29
9,27,30,0,2024-06-30 05:48:46
7,24,30,0,2024-06-30 05:49:03
7,24,31,0,2024-06-30 05:49:21
7,24,30,0,2024-06-30 05:49:40
9,21,28,0,2024-06-30 05:49:57
10,21,28,0,2024-06-30 05:50:14
9,24,33,0,2024-06-30 05:50:31
9,24,34,0,2024-06-30 05:50:48
9,25,30,0,2024-06-30 05:51:05
9,27,28,0,2024-06-30 05:51:23
7,25,30,0,2024-06-30 05:51:40
9,27,34,0,2024-06-30 05:51:57
10,27,34,0,2024-06-30 05:52:14
12,27,36,0,2024-06-30 05:52:31
10,27,34,0,2024-06-30 05:52:48
7,25,33,0,2024-06-30 05:53:06
9,25,34,0,2024-06-30 05:53:26
10,22,33,0,2024-06-30 05:53:43
9,25,36,0,2024-06-30 05:54:00
7,25,33,0,2024-06-30 05:54:17
7,25,31,0,2024-06-30 05:54:34
7,25,30,0,2024-06-30 05:54:51
9,25,30,0,2024-06-30 05:55:08
10,30,36,0,2024-06-30 05:55:26
