1.0 std,2.5 std,10 std,Fire,DateTime
0.011999999999999999,0.0069999999999999975,0.002333333333333338,0,2024-06-29 10:06:09
0.011999999999999999,0.0069999999999999975,0.002333333333333338,0,2024-06-29 10:06:54
0.015999999999999997,0.018000000000000002,0.006000000000000003,0,2024-06-29 10:07:09
0.017999999999999995,0.022000000000000006,0.008000000000000002,0,2024-06-29 10:07:27
0.014,0.015999999999999997,0.006333333333333336,0,2024-06-29 10:07:44
0.014,0.008000000000000004,0.006333333333333336,0,2024-06-29 10:08:01
0.014,0.013000000000000003,0.009000000000000003,0,2024-06-29 10:08:18
0.007999999999999998,0.011999999999999997,0.007333333333333334,0,2024-06-29 10:08:35
0.007999999999999998,0.01,0.006000000000000003,0,2024-06-29 10:08:52
0.007999999999999998,0.009000000000000001,0.005333333333333335,0,2024-06-29 10:09:09
0.007999999999999998,0.01,0.005333333333333335,0,2024-06-29 10:09:27
0.011999999999999999,0.013000000000000003,0.005333333333333335,0,2024-06-29 10:09:44
0.007999999999999998,0.013000000000000003,0.005333333333333335,0,2024-06-29 10:10:01
0.023999999999999997,0.015999999999999997,0.009000000000000003,0,2024-06-29 10:10:19
0.015999999999999997,0.015,0.008000000000000002,0,2024-06-29 10:10:36
0.014,0.018000000000000002,0.009333333333333336,0,2024-06-29 10:10:53
0.014,0.015,0.008000000000000002,0,2024-06-29 10:11:10
0.011999999999999999,0.011999999999999997,0.007000000000000004,0,2024-06-29 10:11:28
0.011999999999999999,0.011999999999999997,0.006000000000000003,0,2024-06-29 10:11:45
0.007999999999999998,0.01,0.005000000000000002,0,2024-06-29 10:12:02
0.007999999999999998,0.011999999999999997,0.004333333333333334,0,2024-06-29 10:12:19
0.011999999999999999,0.01,0.0040000000000000036,0,2024-06-29 10:12:36
0.007999999999999998,0.009000000000000001,0.003,0,2024-06-29 10:12:55
0.007999999999999998,0.01,0.003333333333333336,0,2024-06-29 10:13:12
0.011999999999999999,0.01,0.003333333333333336,0,2024-06-29 10:13:29
0.014,0.015,0.005000000000000002,0,2024-06-29 10:13:47
0.014,0.013000000000000003,0.005000000000000002,0,2024-06-29 10:14:04
0.014,0.011999999999999997,0.005333333333333335,0,2024-06-29 10:14:21
0.017999999999999995,0.011999999999999997,0.006333333333333336,0,2024-06-29 10:14:38
0.014,0.011999999999999997,0.006000000000000003,0,2024-06-29 10:14:55
0.011999999999999999,0.011999999999999997,0.006000000000000003,0,2024-06-29 10:15:12
0.011999999999999999,0.011999999999999997,0.005000000000000002,0,2024-06-29 10:15:29
0.007999999999999998,0.011999999999999997,0.004333333333333334,0,2024-06-29 10:15:47
0.007999999999999998,0.01,0.0040000000000000036,0,2024-06-29 10:16:04
0.011999999999999999,0.01,0.0040000000000000036,0,2024-06-29 10:16:21
0.011999999999999999,0.011999999999999997,0.0040000000000000036,0,2024-06-29 10:16:38
0.014,0.015,0.005000000000000002,0,2024-06-29 10:16:55
0.011999999999999999,0.015,0.005000000000000002,0,2024-06-29 10:17:12
0.011999999999999999,0.013000000000000003,0.004333333333333334,0,2024-06-29 10:17:29
0.011999999999999999,0.015,0.005000000000000002,0,2024-06-29 10:17:47
0.011999999999999999,0.015,0.005333333333333335,0,2024-06-29 10:18:04
0.011999999999999999,0.013000000000000003,0.005333333333333335,0,2024-06-29 10:18:22
0.014,0.013000000000000003,0.005333333333333335,0,2024-06-29 10:18:41
0.014,0.015,0.006333333333333336,0,2024-06-29 10:18:58
0.011999999999999999,0.015999999999999997,0.007000000000000004,0,2024-06-29 10:19:15
0.011999999999999999,0.015999999999999997,0.007333333333333334,0,2024-06-29 10:19:34
0.011999999999999999,0.015999999999999997,0.007333333333333334,0,2024-06-29 10:19:34
0.007999999999999998,0.015,0.007333333333333334,0,2024-06-29 10:19:50
0.007999999999999998,0.011999999999999997,0.007333333333333334,0,2024-06-29 10:20:07
0.007999999999999998,0.011999999999999997,0.007000000000000004,0,2024-06-29 10:20:24
0.011999999999999999,0.013000000000000003,0.007000000000000004,0,2024-06-29 10:20:41
0.014,0.015,0.007000000000000004,0,2024-06-29 10:20:58
0.014,0.013000000000000003,0.006333333333333336,0,2024-06-29 10:21:15
0.011999999999999999,0.013000000000000003,0.007000000000000004,0,2024-06-29 10:21:32
0.011999999999999999,0.013000000000000003,0.008333333333333335,0,2024-06-29 10:21:50
0.011999999999999999,0.011999999999999997,0.007000000000000004,0,2024-06-29 10:22:07
0.014,0.013000000000000003,0.006000000000000003,0,2024-06-29 10:22:24
0.014,0.013000000000000003,0.005333333333333335,0,2024-06-29 10:22:41
0.014,0.011999999999999997,0.004333333333333334,0,2024-06-29 10:22:58
0.014,0.01,0.0040000000000000036,0,2024-06-29 10:23:15
0.011999999999999999,0.01,0.004333333333333334,0,2024-06-29 10:23:32
0.011999999999999999,0.01,0.005000000000000002,0,2024-06-29 10:23:50
0.011999999999999999,0.011999999999999997,0.005333333333333335,0,2024-06-29 10:24:09
0.011999999999999999,0.011999999999999997,0.005000000000000002,0,2024-06-29 10:24:26
0.011999999999999999,0.011999999999999997,0.005333333333333335,0,2024-06-29 10:24:43
0.011999999999999999,0.015,0.006000000000000003,0,2024-06-29 10:25:00
0.011999999999999999,0.015,0.005333333333333335,0,2024-06-29 10:25:17
0.011999999999999999,0.013000000000000003,0.005000000000000002,0,2024-06-29 10:25:34
0.017999999999999995,0.013000000000000003,0.006000000000000003,0,2024-06-29 10:25:52
0.017999999999999995,0.013000000000000003,0.006333333333333336,0,2024-06-29 10:26:09
0.014,0.013000000000000003,0.006000000000000003,0,2024-06-29 10:26:26
0.011999999999999999,0.011999999999999997,0.005000000000000002,0,2024-06-29 10:26:43
0.011999999999999999,0.01,0.004333333333333334,0,2024-06-29 10:27:00
0.011999999999999999,0.011999999999999997,0.004333333333333334,0,2024-06-29 10:27:17
0.014,0.011999999999999997,0.005000000000000002,0,2024-06-29 10:27:34
0.014,0.013000000000000003,0.005333333333333335,0,2024-06-29 10:27:52
0.011999999999999999,0.01,0.005000000000000002,0,2024-06-29 10:28:09
0.011999999999999999,0.013000000000000003,0.005000000000000002,0,2024-06-29 10:28:26
0.011999999999999999,0.013000000000000003,0.004333333333333334,0,2024-06-29 10:28:43
0.011999999999999999,0.011999999999999997,0.0040000000000000036,0,2024-06-29 10:29:00
0.011999999999999999,0.01,0.003333333333333336,0,2024-06-29 10:29:17
0.011999999999999999,0.011999999999999997,0.004333333333333334,0,2024-06-29 10:29:36
0.014,0.013000000000000003,0.004333333333333334,0,2024-06-29 10:29:55
0.011999999999999999,0.011999999999999997,0.0040000000000000036,0,2024-06-29 10:30:12
0.011999999999999999,0.011999999999999997,0.0040000000000000036,0,2024-06-29 10:30:29
0.011999999999999999,0.011999999999999997,0.0040000000000000036,0,2024-06-29 10:30:46
0.011999999999999999,0.01,0.003333333333333336,0,2024-06-29 10:31:03
0.011999999999999999,0.01,0.0040000000000000036,0,2024-06-29 10:31:20
0.011999999999999999,0.011999999999999997,0.004333333333333334,0,2024-06-29 10:31:37
0.011999999999999999,0.013000000000000003,0.004333333333333334,0,2024-06-29 10:31:54
0.011999999999999999,0.013000000000000003,0.005000000000000002,0,2024-06-29 10:32:12
0.011999999999999999,0.011999999999999997,0.0040000000000000036,0,2024-06-29 10:32:29
0.007999999999999998,0.01,0.004333333333333334,0,2024-06-29 10:32:46
0.011999999999999999,0.013000000000000003,0.005333333333333335,0,2024-06-29 10:33:03
0.011999999999999999,0.01,0.004333333333333334,0,2024-06-29 10:33:22
0.011999999999999999,0.011999999999999997,0.005000000000000002,0,2024-06-29 10:33:39
0.011999999999999999,0.011999999999999997,0.005000000000000002,0,2024-06-29 10:33:56
0.007999999999999998,0.011999999999999997,0.004333333333333334,0,2024-06-29 10:34:14
0.007999999999999998,0.01,0.005000000000000002,0,2024-06-29 10:34:31
